"reg_no","title_front","name","surname","title_back","PIN","city"
596,"JUDr.","Milan","Šišolák","",66200962,"Èeské Budìjovice"
5003,"JUDr.","František","Smejkal","",66226473,"Èeské Budìjovice"
5129,"JUDr.","Karel","Attl","Ph.D.",66226333,"Èeské Budìjovice"
5271,"JUDr.","Václav","Kaska","",10280481,"Èeské Budìjovice"
1080,"JUDr.","Zlatuše","Èaòová","",66206715,"Èeské Budìjovice"
1110,"JUDr.","Ludmila","Zdvoøáková","",66206821,"Èeské Budìjovice"
1118,"JUDr.","Pavel","Krèek","",66206545,"Èeské Budìjovice"
1198,"JUDr.","Karel","Šetek","",11360313,"Èeské Budìjovice"
1234,"JUDr.","Jaroslava","Krybusová","",66207517,"Èeské Budìjovice"
1236,"JUDr.","Milena","Kudìjová","",66207525,"Èeské Budìjovice"
1256,"JUDr.","Halina","Klimešová","",66207380,"Èeské Budìjovice"
5958,"JUDr.","Václav","Junek","",14501732,"Èeské Budìjovice"
1500,"JUDr.","Josef","Šírek","",66208815,"Èeské Budìjovice"
6226,"JUDr.","Josef","Prùcha","",47219424,"Èeské Budìjovice"
1574,"JUDr.","Hana","Homolková","",66209463,"Èeské Budìjovice"
6293,"JUDr.","Jan","Mráz","",66226325,"Èeské Budìjovice"
1738,"JUDr.","Ladislav","Dusil","",66209919,"Èeské Budìjovice"
1754,"Mgr.","Anna","Suchomelová","",66209986,"Èeské Budìjovice"
1938,"JUDr.","Anna","Dvoøáková","",66210852,"Èeské Budìjovice"
6507,"JUDr.","Vladimír","Koubek","",66226457,"Èeské Budìjovice"
2011,"JUDr.","Josef","Krlín","",66211026,"Èeské Budìjovice"
1658,"JUDr.","Josef","Dvoøák","",66210682,"Èeské Budìjovice"
2088,"JUDr.","Karel","Foøtl","",66211956,"Èeské Budìjovice"
2376,"JUDr.","Iva","Hájeèková","",66213100,"Èeské Budìjovice"
2447,"JUDr.","Eva","Machová","",66213240,"Èeské Budìjovice"
2389,"JUDr.","Alena","Voboøilová","",62536087,"Èeské Budìjovice"
2321,"JUDr.","Doubravka","Øehoušková","",66214041,"Èeské Budìjovice"
2631,"JUDr.","Václav","Mikoláš","",49063782,"Èeské Budìjovice"
16834,"Mgr.","Denisa","Havlová","",4838181,"Èeské Budìjovice"
13940,"Mgr. Bc.","Rostislav","Smaík","",74838989,"Èeská Èermná"
2678,"JUDr.","Zdenek","Poštulka","",11129671,"Èeská Tøebová"
3215,"JUDr.","Josef","Kyncl","",66217130,"Èeská Tøebová"
8720,"Mgr.","Marek","Hylena","",66247632,"Èeská Tøebová"
12428,"Mgr.","Martin","Èervinka","",61207390,"Èeská Tøebová"
12863,"Mgr.","Jitka","Kocourková","",72015128,"Èeská Tøebová"
16513,"JUDr.","Lucie","Kováøová","",4439112,"Èeská Tøebová"
2686,"JUDr.","Pavel","Kolínskı","",66245257,"Èeská Lípa"
2782,"Mgr.","Petra","Krnošová","",44592914,"Èeská Lípa"
2921,"JUDr.","Josef","Klofáè","",12033847,"Èeská Lípa"
4069,"Mgr.","Kateøina","Sigmundová","",66224845,"Èeská Lípa"
4129,"","Ladislav","Ejem","",47806818,"Èeská Lípa"
8314,"JUDr.","Marie","Vítková","",63777134,"Èeská Lípa"
8636,"Mgr.","Petr","Sigmund","",66245982,"Èeská Lípa"
9349,"Mgr. Bc.","Milan","Honzejk","",66251796,"Èeská Lípa"
12389,"JUDr.","Marie","Nedvìdová","",71471570,"Èeská Lípa"
12798,"Mgr.","Kamil","Štìpánek","",72015748,"Èeská Lípa"
14214,"JUDr.","Petra","Tùmová Køivohlavá","",73733415,"Èeská Lípa"
14490,"Mgr.","Martin","Køivohlavı","",73735639,"Èeská Lípa"
14629,"Mgr.","Jana","Øehoøková","",1173707,"Èeská Lípa"
14922,"JUDr.","Lukáš","Hajin","",1561022,"Èeská Lípa"
15159,"Mgr.","Václav","Èechtickı","",2156377,"Èeská Lípa"
15990,"JUDr.","Kamila","Vítková","",3536491,"Èeská Lípa"
16319,"Mgr.","Václav","Stehlík","",4010345,"Èeská Lípa"
16593,"Mgr.","Jan","Filip","",4505891,"Èeská Lípa"
648,"JUDr.","Milan","Štìtina","",66203538,"Èeská Lípa"
128,"JUDr.","Oldøich","Filip","",66201594,"Èeská Lípa"
550,"JUDr.","Jan","Riedl","",66201578,"Èeská Lípa"
964,"JUDr.","Hana","Riedlová","",66205816,"Èeská Lípa"
5713,"JUDr.","František","Hendrych","",10404520,"Èeská Lípa"
5960,"JUDr.","Jiøí","Zelenka","",66226384,"Èeská Lípa"
6296,"JUDr.","Jana","Zejdová","",13915193,"Èeská Lípa"
2089,"JUDr.","Jarmila","Holovèáková","",66212081,"Èeská Lípa"
968,"JUDr.","Milan","Vokoun","",66205794,"Èeská Kamenice"
5520,"JUDr.","Josef","Hajnı","",11441852,"Èeská Kamenice"
14834,"Mgr.","Kristına","Wiedermannová","",1334816,"Èeská"
151,"JUDr.","Ivana","Hanáková","",66204038,"Èeská"
3207,"JUDr.","Jan","Dvoøáèek","",66217091,"Èerèany"
4074,"Mgr.","Karel","Tománek","",61662038,"Èerèany"
2042,"JUDr.","Hynek","Mottl","",66211387,"Èerèany"
1760,"JUDr.","Tomáš","Nosek","",66218292,"Èervenı Kostelec"
8536,"JUDr.","Eduard","Malovanı","",43936431,"Èervené Janovice"
90348,"","Keroles","Ezzat Bashier Khalil","",73611743,"Èerná u Bohdanèe"
3689,"","Jitka","Weissová","prom.práv.",16498020,"Èernošice"
4119,"JUDr.","Hana","Šonková","",43112145,"Èernošice"
4401,"Mgr.","Veronika","Sekerová","",66239761,"Èernošice"
4568,"Mgr.","Zuzana","Michalová","",66241278,"Èernošice"
9272,"Mgr.","Kateøina","Nešpùrková","",66251176,"Èernošice"
9599,"JUDr.","Andrea","Èešková","",48093289,"Èernošice"
9875,"Mgr.","Antonín","Havelka","",66255945,"Èernošice"
10259,"Mgr.","¼uboš","Bôrik","LL.M.",63946998,"Èernošice"
11278,"JUDr.","Kateøina","Malmstedt","Ph.D.",71463470,"Èernošice"
11808,"JUDr.","Jitka","Strínková Kvìchová","",67894968,"Èernošice"
12212,"Mgr.","Jan","Dziama","",71468099,"Èernošice"
14866,"Mgr.","Sabina","Frey","",1451847,"Èernošice"
15776,"Mgr.","Aleš","Rádl","",47565322,"Èernošice"
15872,"JUDr.","Václav","Maisner","",2744996,"Èernošice"
13967,"Mgr.","Milena","Hoffmanová","",73630918,"Èeperka"
4593,"Mgr.","Daniel","Šimánek","",66241472,"Èelákovice"
10908,"Mgr.","Markéta","Tillerová","",71456830,"Èelákovice"
16371,"Mgr.","Ludmila","Hájková","",4191374,"Èelákovice"
8718,"JUDr.","Vladislava","Hanáková","Ph.D.",15790835,"Èechtice"
14213,"JUDr.","Michaela","Fikrová","",73733407,"Èastolovice"
609,"JUDr.","Alena","Slaninová","",66204488,"ïár nad Sázavou"
2898,"JUDr.","Dana","Klusáková","",66215315,"ïár nad Sázavou"
2943,"JUDr.","Ivo","Mareth","",66245311,"ïár nad Sázavou"
3129,"JUDr.","Jaroslava","Brabcová","",15257983,"ïár nad Sázavou"
3142,"JUDr.","Aleš","Mejzlík","",12704563,"ïár nad Sázavou"
4137,"Mgr.","Martin","Zobaè","",66225221,"ïár nad Sázavou"
4173,"Mgr.","Pavel","Dvoøák","",66233666,"ïár nad Sázavou"
4270,"JUDr.","Iva","Zlochová","",66237891,"ïár nad Sázavou"
7498,"Mgr.","Jaromír","Kubíèek","",48896888,"ïár nad Sázavou"
11300,"Mgr. Bc.","Luboš","Kliment","",71461884,"ïár nad Sázavou"
11370,"","Dita","Ondroušková","",71463577,"ïár nad Sázavou"
12269,"JUDr.","Angelici","Hrnèíøová","",73611590,"ïár nad Sázavou"
15569,"Mgr.","Barbora","Svobodová","",2708361,"ïár nad Sázavou"
16467,"Mgr. Bc.","Lenka","Dymáková","",76464113,"ïár nad Sázavou"
238,"JUDr.","Miloš","Jirman","",66204453,"ïár nad Sázavou"
2132,"JUDr.","Štefánia","Fajmonová","",66212871,"ïár nad Sázavou"
1854,"JUDr.","Marie","Cupalová","",66211948,"ïár nad Sázavou"
2723,"JUDr.","Vlasta","Pavlíèková","",66214254,"ïár nad Sázavou"
2627,"JUDr.","Dana","Nováková","",10118675,"ïár nad Sázavou"
2507,"JUDr.","Zuzana","Kudrnová","",41290542,"itenice"
12039,"Mgr.","Jan","Vedra","",71468293,"idlochovice"
1113,"JUDr.","Luboš","Hádek","",66206511,"eleznı Brod"
6919,"JUDr.","Vlastimil","Motlík","",66232988,"eleznı Brod"
11642,"Mgr. et Mgr.","Pavel","Bartoš","",70980136,"elezná"
6635,"JUDr.","Jan","Chlumskı","",12614777,"eleznice"
10354,"Mgr.","Ivana","Štìdrá","",47557630,"ebrák"
1736,"JUDr.","Boena","Boubínová","",41309791,"atec"
9034,"JUDr.","Marcela","Polcarová","",66249091,"atec"
11276,"Mgr.","Kateøina","Bártová","",71463313,"atec"
13904,"JUDr.","Jan","Walter","",72625708,"atec"
16616,"Mgr.","Ondøej","Koutnı","",4507541,"atec"
5395,"JUDr.","Pavel","Cibulka","",66232953,"atec"
4212,"Mgr.","Blanka","Dušková","",66235839,"amberk"
4769,"Mgr.","Blanka","Všetièková","",66243068,"amberk"
11746,"Mgr.","Martina","Suchodolová","",71466223,"amberk"
200,"JUDr.","Karel","Hubálek","",66202485,"amberk"
1858,"JUDr.","Heinz","Efler","",48139963,"acléø"
7757,"JUDr.","Marie","Dolealová","",61138835,"Šáhlavy"
2270,"JUDr.","Josef","Hasala","",63697041,"Šumperk"
2724,"JUDr.","Jiøí","Petruò","",47844582,"Šumperk"
2896,"Mgr.","Alena","Hlavešová","",66215331,"Šumperk"
3037,"JUDr.","Jiøí","ák","",66215862,"Šumperk"
3559,"JUDr.","Zuzana","Novotná","",66222010,"Šumperk"
3711,"JUDr.","Jaroslav","Nìmeèek","",63696541,"Šumperk"
4330,"Mgr.","Pavla","Mazalová","",66238323,"Šumperk"
4361,"Mgr.","¼uboš","Godina","",66239443,"Šumperk"
4828,"JUDr.","Dagmar","Koláková","",66243530,"Šumperk"
8834,"Mgr.","Petr","Hasala","",66248647,"Šumperk"
8982,"Mgr.","Miloš","Zbránek","",46097619,"Šumperk"
9185,"Mgr.","Eva","Godinová","",66250404,"Šumperk"
9371,"Mgr.","Michal","Zákravskı","",66251966,"Šumperk"
9418,"JUDr.","Bohdana","áková","",66252318,"Šumperk"
9539,"Mgr.","Miroslava","Smékalová","",66253314,"Šumperk"
9745,"Mgr.","Michal","Klusák","",66254868,"Šumperk"
10324,"Mgr.","František","Drlík","",71330534,"Šumperk"
10503,"Mgr.","Lukáš","Kouøil","",71330976,"Šumperk"
10504,"Mgr.","Martina","Pešáková","",71331051,"Šumperk"
10505,"JUDr.","Josef","Sedláèek","ml.",71331131,"Šumperk"
10886,"Mgr.","Tomáš","Potìšil","",60007605,"Šumperk"
11381,"Mgr.","Michal","Varmua","",71464051,"Šumperk"
12683,"Mgr.","Jana","Rybová Kunèarová","",72013401,"Šumperk"
12910,"Mgr.","Lenka","Sršòová","",71347704,"Šumperk"
13085,"Mgr.","Pavlína","Jašková","",71347429,"Šumperk"
13102,"Mgr.","Hana","Markovská","",71345914,"Šumperk"
14468,"Mgr.","Tomáš","Steidl","",73735493,"Šumperk"
15767,"Mgr.","Martina","Nimmrichterová","",3170276,"Šumperk"
579,"JUDr.","Josef","Sedláèek","",66203392,"Šumperk"
521,"Mgr.","Karel","Pospíchal","",66203422,"Šumperk"
666,"","Pavel","Švesták","",66203406,"Šumperk"
5008,"JUDr.","Petr","Kuèera","",66232457,"Šumperk"
923,"JUDr.","Antonín","Vašek","",66205841,"Šumperk"
1250,"Mgr.","Jaroslava","Horáková","",12097993,"Šumperk"
1376,"JUDr.","Zdenìk","Hlaveš","",66208670,"Šumperk"
6336,"Mgr.","Helena","Kuèerová","",66232465,"Šumperk"
6337,"JUDr.","Jitka","Doleèková","",66232431,"Šumperk"
1617,"JUDr.","Eva","Šubrtová","",14595567,"Šumperk"
1971,"JUDr.","Josef","Michálek","",66211697,"Šumperk"
2072,"JUDr.","Radovan","Mrázek","",66211557,"Šumperk"
2064,"JUDr.","Ivana","Jordová","",66214751,"Šumperk"
2203,"JUDr.","Lenka","Hostašová","",66211913,"Šumperk"
2061,"JUDr.","Milan","Janíèek","",66212065,"Šumperk"
2516,"JUDr.","Miroslav","Martinák","",14598094,"Šumperk"
9884,"Mgr.","Pavel","Prchal","",66256020,"Štìtí"
15359,"Mgr.","Ondøej","Líbal","",75292181,"Štìtí"
7967,"JUDr.","Lenka","Drtinová","",45237549,"Štìpánov"
7376,"JUDr.","Jan","Vyjídák","",61985121,"Šternberk"
12375,"","Jan","Vyjídák","",71470051,"Šternberk"
14826,"JUDr.","Radka","Urbanová","",1342321,"Šternberk"
15213,"JUDr.","Renáta","Ondrouchová","",2162105,"Šternberk"
16864,"Mgr.","Miroslav","Píštìk","",74667785,"Šternberk"
2515,"JUDr.","Vilém","Král","",66213576,"Šternberk"
6993,"JUDr.","Èenìk","Svatoš","",11442131,"Šluknov"
12934,"JUDr.","Zdeòka","Vostrovská","",17016703,"Škvorec"
12190,"JUDr.","Vìra","Bergerová","",71469605,"Ševìtín"
7711,"JUDr.","Tomáš","Hypr","",15069281,"Šestajovice"
10911,"Mgr.","Zdenìk","Zlatohlávek","",71457071,"Šestajovice"
11949,"Mgr.","Tereza","Langnerová","",71467955,"Šestajovice"
16282,"JUDr.","Dušan","Kusko","",69392790,"Šestajovice"
1337,"JUDr.","Jana","Riegrová","",15043835,"Šestajovice"
11779,"Mgr.","Ivo","Hudeèek","",71465596,"Šenov u Nového Jièína"
8443,"JUDr.","Marie","Piekarzová","",66235511,"Šenov"
9844,"Mgr.","Pavel","Struminskı","",66255597,"Šenov"
4779,"Mgr.","Jan","Øezník","",63935023,"Zápy"
9116,"Mgr.","Karel","Sedláèek","",66249783,"Zákupy"
3375,"JUDr.","Jana","Špièková","",66220823,"Zábøeh"
8713,"Mgr.","Jan","Drapáè","",65127773,"Zábøeh"
16305,"JUDr.","Pavla","Prášilová","",4009797,"Zábøeh"
16906,"JUDr.","Pavel","Macháèek","",4942108,"Zábøeh"
9396,"Mgr.","Iva","Wright","",66256488,"Zvole u Prahy"
3086,"JUDr.","Olga","Preclíková","",66216265,"Zvole"
7918,"JUDr.","Daniela","Straková","",11631872,"Zruè-Senec"
12713,"Mgr. Bc.","Darina","Plzáková","",72015403,"Zruè-Senec"
1825,"JUDr.","Alena","Hajská","",44706472,"Zruè nad Sázavou"
2935,"JUDr.","Marcela","Císaøová","",66214947,"Znojmo"
3019,"JUDr.","Kateøina","Švancerová","",66215811,"Znojmo"
3027,"JUDr.","Ivan","Ivaniškin","",66216010,"Znojmo"
3595,"JUDr.","Markéta","Krejèová","",10110569,"Znojmo"
3717,"JUDr.","Aneka","Slezáková","",12209414,"Znojmo"
3925,"JUDr.","Eva","Frélichová","",66224080,"Znojmo"
3957,"JUDr.","Petr","Kafka","",45656428,"Znojmo"
4187,"Mgr.","Vlastimil","Šopák","",49959867,"Znojmo"
4431,"Mgr.","Jana","Øezáèová","",66240000,"Znojmo"
4536,"JUDr.","Yvona","Esterková","",66241014,"Znojmo"
9150,"Mgr.","Lenka","Knoppová","",66250056,"Znojmo"
9186,"Mgr.","Sylva","Medková","",66250412,"Znojmo"
9806,"JUDr.","Kateøina","Husáková","",72304154,"Znojmo"
9939,"Mgr.","Lenka","Palátová","",66256453,"Znojmo"
10489,"JUDr.","Aleš","Lisko","",71329455,"Znojmo"
10984,"Mgr.","Robert","Vala","",71459006,"Znojmo"
11178,"JUDr.","Romana","Dvoøáková","",71456970,"Znojmo"
13424,"Mgr.","Hubert","Müller","",71447113,"Znojmo"
13930,"Mgr.","Barbora","Surmanová","",72524243,"Znojmo"
14257,"Mgr.","Petr","Binder","",71780084,"Znojmo"
14374,"Mgr.","Petra","Vojtíšková","",73828165,"Znojmo"
15209,"Mgr.","Pavel","Nevrkla","",2161877,"Znojmo"
389,"JUDr.","Alena","Malachová","",66204356,"Znojmo"
30,"JUDr.","Jiøí","Bílı","",66204330,"Znojmo"
241,"JUDr.","Jan","Juraèka","",66204348,"Znojmo"
914,"JUDr.","Jiøí","Orsini","",66206189,"Znojmo"
1262,"Mgr.","Jarmila","Jankù","",66207401,"Znojmo"
1181,"JUDr.","Miloš","Císaø","",66208700,"Znojmo"
1976,"JUDr.","Jana","Piglová","",45654026,"Znojmo"
2024,"JUDr.","Pavel","Kolacia","",46326863,"Znojmo"
1981,"JUDr.","Olga","Štefaniková","",66211573,"Znojmo"
2857,"JUDr.","Simona","Lukas Bìláková","",66214513,"Znojmo"
2603,"JUDr.","Ivo","Dìdek","",46283871,"Zlín"
2619,"JUDr.","Bronislava","Orbesová","",18550959,"Zlín"
3022,"JUDr.","Pavel","Dvorskı","",12221813,"Zlín"
3132,"JUDr.","Ludmila","Èechová","",48472387,"Zlín"
3286,"JUDr.","Ladislav","Èoèek","",66217539,"Zlín"
3437,"Mgr.","Vlastimila","Petrásková","",66221731,"Zlín"
3501,"JUDr.","Charlotta","Hanzlíková","",18747582,"Zlín"
3525,"JUDr.","Jaroslava","Kuèová","",14640589,"Zlín"
3628,"JUDr.","Rudolf","Daniel","",48473049,"Zlín"
3740,"Mgr.","Eva","Krybusová","",62180916,"Zlín"
3942,"JUDr.","Pavel","Strnad","",40388271,"Zlín"
3977,"JUDr.","Karel","Štoèek","",12744301,"Zlín"
3993,"JUDr.","Eva","Køivánková","",66224349,"Zlín"
4001,"JUDr.","Vìra","Obruèová","",48472468,"Zlín"
4071,"JUDr.","Vladislav","Ševèík","",48472212,"Zlín"
4077,"JUDr.","Bohumil","Vrána","",48472204,"Zlín"
4108,"JUDr.","Josef","Kapušòák","",12221210,"Zlín"
4331,"JUDr.","Pavla","Ondrušková","",18812759,"Zlín"
4512,"Mgr.","Lenka","Mitáèková","",66240832,"Zlín"
4845,"Mgr.","Ivana","Škrábalová","",66243637,"Zlín"
4851,"Mgr.","Hana","Šrubaøová","",66243700,"Zlín"
4989,"Mgr.","Dagmar","Maršíková","",66244927,"Zlín"
5889,"JUDr.","Jitka","Danielová","",48473057,"Zlín"
7063,"JUDr.","Milena","Rafajová","",12433535,"Zlín"
7381,"JUDr.","Hana","Kováøíková","",40417204,"Zlín"
7463,"JUDr.","Jaromír","Heto","",44121997,"Zlín"
7756,"JUDr.","Václav","Sosna","",66226953,"Zlín"
8000,"Mgr.","Marie","Strakošová","",62181203,"Zlín"
8262,"JUDr.","Eva","Dušková","",46310797,"Zlín"
8336,"JUDr.","Jana","Rejková","",43429866,"Zlín"
8371,"Mgr.","Marcela","Tobolová","",62832131,"Zlín"
8407,"JUDr.","Lenka","Kolaøíková","",66234654,"Zlín"
8771,"Mgr.","Aleš","Dufek","",66248248,"Zlín"
8772,"Mgr.","Marek","Freund","",65364252,"Zlín"
8773,"JUDr.","Lucie","Miklová","",45680680,"Zlín"
8784,"Mgr.","Jiøí","Ostravskı","",66248299,"Zlín"
8793,"Mgr.","Martin","Zvoníèek","",66248361,"Zlín"
9131,"Mgr.","Miroslav","Miklík","",66249902,"Zlín"
9551,"Mgr.","Hana","Körberová","",66240794,"Zlín"
9765,"JUDr.","Pavla","Paprèková","",61405451,"Zlín"
9936,"JUDr.","Ivana","Hašpicová","",66256429,"Zlín"
10002,"JUDr.","Radka","Píšková Záhorcová","",66256917,"Zlín"
10034,"Mgr.","Petr","Váverka","",67533540,"Zlín"
10256,"Mgr.","Václav","Petrásek","",71331166,"Zlín"
10310,"Mgr.","Pavel","Lízal","",71329897,"Zlín"
10576,"JUDr.","Sylva","Krobová","",71333151,"Zlín"
10613,"Mgr.","Martin","Chrásteckı","",71332448,"Zlín"
10668,"Mgr.","Petr","Fišer","",49477528,"Zlín"
10787,"JUDr.","Jiøí","Svozil","",71332880,"Zlín"
11020,"Mgr.","Alena","Vallová","Ph.D.",71458531,"Zlín"
11049,"Mgr.","Jaromír","Pospíšil","",64467066,"Zlín"
11083,"Mgr.","Libor","Knot","",71456635,"Zlín"
11192,"Mgr.","Markéta","Kiliánová","",71457933,"Zlín"
11291,"Mgr.","Michal","Chmelaø","",69211736,"Zlín"
11301,"JUDr.","Marek","Kocáb","",71461965,"Zlín"
11424,"Mgr.","Jaroslav","Juráš","",71463909,"Zlín"
11575,"Mgr.","Petr","Olbort","",71465383,"Zlín"
11762,"JUDr. Bc.","Michal","Bøezovják","",71464794,"Zlín"
11870,"JUDr.","Radek","idlík","",71465456,"Zlín"
12180,"JUDr.","Eva","Pavlíèková","",68043309,"Zlín"
12505,"Mgr.","Petr","Šimek","",71472479,"Zlín"
12528,"Mgr.","Petra","Dalecká","",64464334,"Zlín"
12707,"Mgr.","Zuzana","Fusová","",72014849,"Zlín"
12849,"Mgr.","Miloslav","Janèík","",72013842,"Zlín"
13074,"Mgr.","Markéta","Vojtášková","",70960593,"Zlín"
13121,"Mgr.","Jan","Drozd","",71347275,"Zlín"
13237,"Mgr.","David","Bìhal","",71445706,"Zlín"
13274,"Mgr.","Soòa","Kozová","",68048556,"Zlín"
13320,"JUDr.","Markéta","Vallová","",71446281,"Zlín"
13351,"JUDr.","Václav","Hochmann","",71446508,"Zlín"
13492,"Mgr.","Jan","Davídek","",71447709,"Zlín"
13680,"Mgr.","Jana","Gúcka","",73628581,"Zlín"
13961,"Mgr. Ing.","Hana","Fojtová","",73630853,"Zlín"
14049,"Mgr.","Petr","Chuchma","",73611603,"Zlín"
14056,"Mgr. et Mgr.","Michaela","Semelová","LL.M.",75314142,"Zlín"
14121,"JUDr.","Lucie","Chovancová","",73612171,"Zlín"
14122,"Mgr.","Petra","Jadrníèková","",73612189,"Zlín"
14364,"Mgr.","Veronika","Zmrzlíková Tomeèková","",73734616,"Zlín"
14434,"Mgr.","Jaroslava","Martincová Strnadová","",73735248,"Zlín"
14619,"Mgr.","Filip","Petráš","",1173464,"Zlín"
14751,"Mgr.","Petra","Kulhánková","",1338501,"Zlín"
14780,"Mgr.","Petr","Otrusina","",1336452,"Zlín"
14926,"Mgr.","Pavlína","Øehová","",1561251,"Zlín"
15102,"Mgr.","Eva","Štauderová","",1830881,"Zlín"
15161,"Mgr.","Marek","David","",2156521,"Zlín"
15189,"Mgr.","Veronika","Kopøivová","",2159881,"Zlín"
15352,"Mgr.","Dana","Jurajdová","",2407833,"Zlín"
15637,"Mgr.","Zuzana","Svatošová","",2968461,"Zlín"
15820,"Mgr.","Miroslav","Èoèek","",3428711,"Zlín"
15936,"Mgr.","Miroslava","Hruzíková","",3529991,"Zlín"
15950,"Mgr.","Veronika","Staòková","",3534588,"Zlín"
16296,"Mgr. Bc.","Tomáš","Mravec","",4009291,"Zlín"
16358,"Mgr.","Zuzana","Mlèoušková","",4190751,"Zlín"
16373,"Mgr.","Vítìzslav","Hlùšek","",4191412,"Zlín"
16414,"JUDr.","Tomáš","Pavlíèek","",4195108,"Zlín"
16676,"Mgr.","Michaela","Svozilová","",4609379,"Zlín"
89,"JUDr.","Nadìda","Dìdková","",66204534,"Zlín"
194,"JUDr.","Zdenìk","Hromádka","",66204551,"Zlín"
243,"JUDr.","Ivan","Juøena","",66204542,"Zlín"
5622,"JUDr.","Milán","Franc","",13090283,"Zlín"
5920,"JUDr.","Drahomír","Fus","",15245659,"Zlín"
5776,"JUDr.","Jiøí","Hlaváè","",14639122,"Zlín"
5798,"JUDr.","Mária","Olejová","",63463831,"Zlín"
6411,"JUDr.","Stanislav","Knotek","",46308423,"Zlín"
1683,"JUDr.","Jiøí","Horák","",46311424,"Zlín"
1965,"JUDr.","Radek","Bílek","",66211701,"Zlín"
6783,"JUDr.","Pavel","Fišer","",10571078,"Zlín"
6887,"JUDr.","Pavel","Sedláèek","",18171061,"Zlín"
2797,"JUDr.","Miloslav","Langer","",18809898,"Zlín"
11331,"Mgr.","Lenka","Zajíèková","",71463402,"Zlonín"
4458,"Mgr.","Kamil","Košina","",43876439,"Zdíkov"
9577,"JUDr.","Jan","Kaèer","",45293236,"Zdíkov"
14510,"Mgr.","Viera","Deáková","",73735761,"Zdice"
8544,"Mgr.","Petr","Horák","",66235189,"Zdiby"
13917,"JUDr.","Jana","Horáková","",73630454,"Zdiby"
16324,"Mgr.","Boris","Šulc","",4010507,"Zdiby"
1811,"JUDr.","Ladislav","Košál","",61636312,"Zbeèno"
5151,"JUDr.","Miroslava","Hoøínková","",66232783,"Zašová"
8234,"JUDr.","Yvetta","Kuderová","",66237181,"Zastávka"
14041,"Mgr.","Vìra","Strejèková","",65097670,"Zadní Tøebaò"
4643,"Mgr.","Anna","Ronèková","",66242045,"Vøesina u Hluèína"
14727,"Mgr.","Kateøina","Jordanovová","",70554846,"Vøesina"
11747,"JUDr.","Henrieta","Hovanová","",71466304,"Vìtrušice"
2790,"JUDr.","Miroslav","Vojtìch","",66220718,"Vèelná"
6907,"JUDr.","Jana","Brodinová","",66232899,"Všeradice"
8658,"Mgr.","Pavel","Pokornı","",66246148,"Všenory"
5530,"","Josef","Fûrst","",47513756,"Všenory"
9652,"Mgr.","Helena","Dobiášová","",66254167,"Vylovka"
11591,"JUDr.","Pavel","Povolnı","",71466746,"Vyšní Lhoty"
2879,"JUDr. Ing.","Petr","Machálek","Ph.D.",66245290,"Vyškov"
3348,"Mgr.","Bohuslav","Kudrna","",62123122,"Vyškov"
