"reg_no","title_front","name","surname","title_back","PIN","city"
10366,"Mgr.","Martin","Vlèek","",71330542,"Fryšták"
3503,"JUDr.","Stanislav","Janák","",62330055,"Frenštát pod Radhoštìm"
10109,"Mgr.","Tom","Káòa","",66257689,"Frenštát pod Radhoštìm"
11159,"Mgr.","Radim","Vašenda","",68922213,"Frenštát pod Radhoštìm"
12985,"JUDr.","Renata","Divínová","",71346601,"Frenštát pod Radhoštìm"
13326,"JUDr.","Martin","Vojtíšek","",71446320,"Frenštát pod Radhoštìm"
13518,"Mgr.","Lucie","Ocelíková","",71447903,"Frenštát pod Radhoštìm"
5770,"JUDr.","Alena","Ulièníková","",66226813,"Frenštát pod Radhoštìm"
1485,"JUDr.","Libuše","Chudíková","",66208751,"Dıšina"
3284,"JUDr.","Václav","Vachovec","",49776011,"Dıšina"
11195,"Mgr.","Jana","Radilová","",71458174,"Døíteè"
16679,"Mgr.","Kamila","Vejmolová Kolíbalová","",4609441,"Døevohostice"
9749,"Mgr.","Zdenìk","Pánek","",66254949,"Dìèín IV."
13944,"Mgr.","Radomil","Bajer","",73630705,"Dìèín 1"
1951,"JUDr.","Ivana","Kamenáøová","",66219582,"Dìèín"
2742,"JUDr.","Vladimíra","Kolaøíková","",66219612,"Dìèín"
3489,"Mgr.","Vlastimil","Škoda","",15128733,"Dìèín"
3698,"Mgr.","Jan","Hellinger","",66222842,"Dìèín"
3896,"Mgr.","Anna","Gottliebová","",66223962,"Dìèín"
4560,"Mgr.","Milan","Špièka","",12759376,"Dìèín"
7130,"JUDr.","Karel","Mrazík","",66226678,"Dìèín"
7469,"JUDr.","Marie","Hohenbergerová","",12763152,"Dìèín"
7886,"JUDr.","Pavel","Horák","",12772020,"Dìèín"
8031,"JUDr.","Ivo","Jelínek","",41345894,"Dìèín"
9144,"Mgr.","Martin","Koláø","",66249996,"Dìèín"
9688,"Mgr.","Darina","Kuèerová","",66254639,"Dìèín"
11226,"Mgr.","Aleš","Podrábskı","",71462341,"Dìèín"
12051,"JUDr.","Patricie","Švarcová","",65159870,"Dìèín"
12320,"Mgr. Bc.","Arnošt","Špaèek","",71472037,"Dìèín"
12727,"Mgr.","Tomáš","Oujezkı","",72013737,"Dìèín"
13574,"Mgr.","Zbynìk","Pánek","",73627747,"Dìèín"
14027,"Mgr.","Jana","Škorpíková","",73611417,"Dìèín"
14138,"Mgr.","Martina","Knická","",73612324,"Dìèín"
14808,"Mgr. et Mgr.","Milan","Svoboda","",72536641,"Dìèín"
15524,"Mgr.","Jana","Chotìtická","",2700638,"Dìèín"
16138,"Mgr.","Barbora","Neèasová","",3748651,"Dìèín"
16458,"Mgr.","Petr","Látal","",4296656,"Dìèín"
661,"JUDr.","Lubomír","Šváb","",15662896,"Dìèín"
480,"JUDr.","Otakar","Pazdziora","",15661865,"Dìèín"
688,"","Narcis","Tomášek","",66201624,"Dìèín"
261,"JUDr.","Pøemysl","Kamenáø","",66201608,"Dìèín"
271,"JUDr.","Stanislav","Klíè","",66201616,"Dìèín"
5411,"JUDr.","Pavel","Rejman","",12772313,"Dìèín"
1425,"JUDr.","Jan","Menš","",66208386,"Dìèín"
1749,"JUDr.","Zdenìk","Pánek","",66210356,"Dìèín"
2085,"JUDr.","Zdenìk","Broum","",66213991,"Dìèín"
3288,"JUDr.","Helena","Humlová","",66217555,"Dvùr Králové nad Labem"
3446,"JUDr.","Daniela","ihlová","",66221234,"Dvùr Králové nad Labem"
8950,"Mgr.","Rudolf","Koblasa","",18888224,"Dvùr Králové nad Labem"
12690,"Mgr.","Lenka","Kroupová","",65715195,"Dvùr Králové nad Labem"
14479,"JUDr.","Jana","Špaèková","",73735566,"Dvùr Králové nad Labem"
15706,"Mgr.","Martin","Hampl","",3074633,"Dvùr Králové nad Labem"
502,"JUDr.","Josef","Pojezdnı","",66202515,"Dvùr Králové nad Labem"
11319,"JUDr.","Kristına","Spurná","",71462767,"Duchcov"
11340,"JUDr.","Radek","Spurnı","",71463968,"Duchcov"
16745,"Mgr. et Mgr.","Lucie","Neumannová","",4663365,"Duchcov"
3217,"JUDr.","Václav","Novák","",12440744,"Dubòany"
8437,"JUDr.","Anna","Novotná","",62821784,"Dubòany"
10797,"JUDr.","Vojtìch","Kryštof","",71333126,"Dubòany"
50207,"","Asad","Haroon","",4151526,"Dubí"
13260,"Mgr.","Miroslav","Kadlec","",71445919,"Dubá"
9233,"JUDr.","Radim","Chalupa","Ph.D.",13715216,"Drnovice"
4671,"JUDr.","Eva","Sobotková","",49236962,"Drahanovice"
1281,"JUDr.","Jaroslav","Belling","",66207673,"Domalice"
4387,"Mgr.","Vojtìch","Foøt","",66239648,"Domalice"
10113,"JUDr.","Jana","Kopáèková","",66257719,"Domalice"
11180,"JUDr.","Lenka","Faltınová","",71457135,"Domalice"
12591,"PhDr. Mgr.","Jana","Koutná","",64404102,"Domalice"
12822,"JUDr.","Václav","Faltın","",61151734,"Domalice"
14698,"Mgr.","Karolina","Bastlová","",1339486,"Domalice"
14912,"Mgr.","Ján","Turba","",1455346,"Domalice"
1382,"JUDr.","Josef","Štìtina","",10331662,"Domalice"
6292,"JUDr.","Jaroslav","Kozler","",41629591,"Domalice"
4708,"JUDr.","Alice","Krákorová","",66242789,"Dolní Vìstonice"
10834,"Mgr.","Dana","Leikepová Straková","",71332812,"Dolní Kounice"
11711,"Mgr.","Daniela","Pospíchalová","",71465979,"Dolní Cerekev"
1563,"JUDr.","Ladislav","Letko","",66212791,"Dolní Bøeany"
4472,"Mgr.","Lenka","Moravcová","",66240492,"Dolní Bøeany"
8532,"JUDr.","Petr","Louda","",15928365,"Dolní Bøeany"
10425,"Mgr.","Veronika","Odrobinová","",71331671,"Dolní Bøeany"
12603,"Mgr.","Jana","Charvátová","",72013877,"Dolní Bøeany"
13848,"Mgr.","Martin","Murad","",73629901,"Dolní Bøeany"
9104,"JUDr.","Jana","Holubcová","",65137728,"Dolní Beèva"
3405,"JUDr.","Jaroslav","Koláø","",16938909,"Dobøíš"
8560,"JUDr.","Lenka","Pytelová","",49668048,"Dobøíš"
10807,"Mgr.","Petra","Neubergerová","",71333681,"Dobøíš"
12011,"JUDr.","Jaroslav","Truneèek","",71469486,"Dobøíš"
14000,"JUDr.","Irena","Mandíková","",70708495,"Dobøíš"
68,"JUDr.","Petr","Èáp","",66200512,"Dobøíš"
70,"JUDr.","Jitka","Èápová","",66200521,"Dobøíš"
2785,"JUDr.","Josef","Vrabec","",13264362,"Dobøichovice"
3118,"JUDr.","Jiøí","Øehák","",12562173,"Dobøichov"
90027,"","Christopher H. D.","Smith","",66238803,"Dobøeò"
3506,"JUDr.","Karel","Langer","",66221722,"Dobré Pole"
12862,"Mgr.","Aneta","Suchopárová","",72014962,"Dobrá Voda u Èeskıch Budìjovic"
3553,"JUDr.","Marta","Hradecká","",66222125,"Dobruška"
10734,"Mgr.","Martina","Bartošová","",45589178,"Dobruška"
15290,"Mgr.","Kamila","Kaèerová","",2279347,"Dobruška"
2967,"JUDr.","Václav","Jansa","",66218772,"Dobrovice"
5407,"JUDr.","Miroslav","Borovec","",66226708,"Dobrovice"
9899,"Mgr.","Jiøí","Kasal","",66256135,"Daèice"
1378,"JUDr.","Zbynìk","Krchòavı","",66208173,"Daèice"
1436,"JUDr.","Antonín","Tunkl","",66208432,"Daèice"
5789,"JUDr.","Bohumil","Huèík","",66228107,"Davle"
14410,"Mgr.","Andrea","Steinbauerová","",75872358,"Cítov"
9494,"Mgr.","Filip","Karpíšek","",66252920,"Cvikov"
7569,"JUDr.","Petr","Ilek","",12207161,"Citonice"
8652,"Mgr.","Jana","Gavlasová","",66246083,"Chınì"
12652,"Mgr.","Veronika","Brunhofer","",72013711,"Chınì"
16460,"Mgr.","Norbert","Mazzolini","",86804430,"Chınì"
8283,"Mgr.","Ludvík","Machálek","",15738868,"Chvalšiny"
7930,"JUDr.","Jiøí","Honzík","",66226627,"Chrást"
10918,"Mgr.","Milan","Edelmann","",66455189,"Chrustenice"
985,"JUDr.","Pavel","Pelák","",11027291,"Chrudim"
2078,"JUDr.","Vlastislav","Peøina","",66219850,"Chrudim"
3216,"JUDr.","Miroslav","Matouš","",64782557,"Chrudim"
3649,"JUDr.","Eva","Šmahelová","",66222583,"Chrudim"
3697,"JUDr.","Petr","Gallat","",15053431,"Chrudim"
3730,"Mgr.","Jiøí","Èástka","",66223377,"Chrudim"
4091,"JUDr.","Jana","Staòková","",66224853,"Chrudim"
4639,"Mgr.","Jana","Malá","",66242011,"Chrudim"
7731,"JUDr. Ing.","Jiøí","Klavík","",45968802,"Chrudim"
7779,"JUDr.","Jiøí","Jelínek","",66237076,"Chrudim"
8487,"JUDr.","Jaroslav","Cimburek","",44398972,"Chrudim"
9097,"Mgr.","Kristına","Diewoková","",68861541,"Chrudim"
11117,"JUDr.","Leoš","Strouhal","",71458310,"Chrudim"
12764,"Mgr.","Alena","Šlajsová","",72014857,"Chrudim"
13356,"Mgr.","Radka","Vodièková","",71446541,"Chrudim"
14573,"Mgr.","Martin","Chlud","",73654591,"Chrudim"
14689,"JUDr.","Jana","Milotínská","",1265687,"Chrudim"
14721,"JUDr.","Markéta","Havlasová","",1342452,"Chrudim"
15946,"Mgr. Ing.","Ronald","Khom","",3533514,"Chrudim"
16142,"Mgr.","Jan","Plavec","",3748855,"Chrudim"
16635,"Mgr.","Jiøí","Sùra","",4507860,"Chrudim"
318,"Mgr.","Zuzana","Dostálková","",64782298,"Chrudim"
498,"JUDr.","Tomáš","Plavec","",66202264,"Chrudim"
7655,"JUDr.","Jiøí","Talášek","",18160425,"Chropynì"
11496,"Mgr.","Petr","Talášek","",71463127,"Chropynì"
11815,"JUDr.","Natalie","Navrátilová","",74662422,"Chropynì"
8201,"Mgr.","Radek","Šimonka","",43197655,"Chrastava"
6109,"JUDr.","Miloslav","Køapka","",46006630,"Chrastava"
1522,"JUDr.","Irena","Tùmová","",66218527,"Chotìboø"
2546,"JUDr.","Marie","Teuflová","",66217903,"Chotìboø"
3016,"JUDr.","Pavel","Prùša","",46484094,"Chotìboø"
10025,"Mgr.","Michal","Sobotka","",66257042,"Chotìboø"
8174,"","Stanislav","Munzar","",66233488,"Chotynì"
10866,"JUDr.","Lukáš","Kuboò","",71456741,"Choteè"
749,"JUDr.","Alice","Burianová","",66201683,"Chomutov"
2781,"JUDr.","Zdenìk","ouelka","",66219809,"Chomutov"
3718,"JUDr.","Zdenìk","Stárek","",14687291,"Chomutov"
4581,"Mgr. Ing.","Pavel","Kostrhun","",66241383,"Chomutov"
9511,"Mgr. Ing.","Pavel","Musil","",66253161,"Chomutov"
9813,"JUDr.","Jiøí","Pašek","",47796103,"Chomutov"
9870,"Mgr.","Patrik","Bauer","",66255902,"Chomutov"
10092,"Mgr.","Bohuslav","Roll","",71331221,"Chomutov"
11197,"JUDr.","Karel","Køí","",63151570,"Chomutov"
11241,"JUDr.","Milan","Teleckı","",71463381,"Chomutov"
11270,"Mgr.","Vilém","Burian","",71462996,"Chomutov"
11529,"JUDr.","Daniel","Teleckı","Ph.D.",71462813,"Chomutov"
11546,"JUDr.","Petr","Jirát","",71463615,"Chomutov"
11693,"JUDr.","Lucie","Neveèeøalová","",71464611,"Chomutov"
11696,"JUDr.","Daniel","Neveèeøal","",71464859,"Chomutov"
12081,"JUDr.","Tomáš","Chramosta","",71467980,"Chomutov"
12089,"Mgr. Bc.","Michael","Kis","",71468463,"Chomutov"
12836,"Mgr.","Milan","Hadrava","",72015675,"Chomutov"
12936,"Mgr.","Elina","Yurchykova","",71346511,"Chomutov"
12948,"Mgr. Ing.","Vlastimil","Nìmec","",71345540,"Chomutov"
13420,"JUDr.","Marie","Mertová","",71447075,"Chomutov"
13535,"JUDr.","Tomáš","Kindl","",71448055,"Chomutov"
13928,"JUDr.","Michaela","Kindlová","",73630551,"Chomutov"
14807,"Mgr.","Jan","Svoboda","",1335740,"Chomutov"
15191,"Mgr.","Martina","Korbášová","",73919551,"Chomutov"
15594,"Mgr.","Eva","Kostrhunová","",2855364,"Chomutov"
15989,"Mgr.","Erika","Vejmelková","",3536483,"Chomutov"
16085,"Mgr.","Pavlína","Písaøíková","",3660672,"Chomutov"
207,"JUDr.","Jiøí","Chmelenskı","",66201659,"Chomutov"
901,"JUDr.","Pavel","Polák","",66205336,"Chomutov"
1229,"Mgr.","Marie","Jandová","",66207509,"Chomutov"
5677,"Doc. JUDr.","Milan","Kindl","CSc.",66226589,"Chomutov"
5775,"JUDr.","Dagmar","Heøtová","",66226571,"Chomutov"
2010,"JUDr.","Marta","Klenovská","",66211158,"Chomutov"
2431,"JUDr.","Blanka","Chmelenská","",66213207,"Chomutov"
51,"JUDr.","Romana","Brendelová","",66201551,"Chodov"
7685,"JUDr.","Vlastislav","Jaroš","",15755380,"Chodov"
3550,"JUDr.","Karel","Baborák","",66221978,"Choceò"
7295,"JUDr.","Pavel","Stratílek","",66226562,"Choceò"
11265,"JUDr.","Eva","Ropková","LL.M.",71462350,"Choceò"
1528,"JUDr.","Jiøí","Morávek","",15595439,"Choceò"
6901,"JUDr.","Miluše","Šigutová","",15006166,"Choceò"
6111,"","Jarmila","Vrbová","",66229863,"Chlumín"
475,"JUDr.","Jiøí","Pavlík","",66202221,"Chlumec nad Cidlinou"
12169,"Mgr. Bc.","Jana","Zajíèková","",71468323,"Chlumec"
15855,"Mgr.","Monika","Koudelková","",3431312,"Chlumec"
342,"JUDr.","Ladislav","Kubíèek","",66201314,"Cheb"
3484,"JUDr.","Libor","Jankù","",12876267,"Cheb"
4292,"Mgr.","Gabriela","Plášilová","",66238030,"Cheb"
7978,"Mgr.","Zdenìk","Ptáèek","",12483354,"Cheb"
9510,"Mgr. Mgr.","Ladislav","Hrubı","",66253047,"Cheb"
10022,"JUDr.","Veronika","Pupalová","",66257395,"Cheb"
10157,"Mgr.","Radka","Èadová","",71329625,"Cheb"
10327,"Mgr.","Jitka","Hudousková","",71330771,"Cheb"
10443,"JUDr.","Josef","Heyduk","",71329684,"Cheb"
10591,"Mgr.","Barbora","Èiháková","",71333878,"Cheb"
10993,"JUDr.","Martin","Èonka","",71456937,"Cheb"
11133,"JUDr.","Hana","Vodolánová Vopálenská","",71456481,"Cheb"
11168,"JUDr. Ing.","Jiøí","Beer","",71459049,"Cheb"
12540,"Mgr.","Jitka","Lavièková","",71472240,"Cheb"
14228,"Mgr.","Lucie","Badalová","",73733547,"Cheb"
16323,"Mgr. Bc.","Kateøina","Šteklová","",4010493,"Cheb"
16457,"Mgr.","Miroslav","Kutílek","",4296613,"Cheb"
16,"JUDr.","Petr","Bayer","",66201357,"Cheb"
161,"JUDr.","Karel","Herr","",66201349,"Cheb"
17,"JUDr.","Vladimíra","Bayerová","",66201331,"Cheb"
5744,"JUDr.","Miroslav","Bukovjan","",47721839,"Cheb"
5933,"Mgr.","Pavel","Voøíšek","",66226741,"Cheb"
2769,"JUDr.","Hana","Píchová","",18235981,"Cheb"
9311,"Mgr.","Jana","Záhorszky","LL.M.,LL.M.",66251478,"Bøezí u Øíèan"
3001,"JUDr.","Marie","Mikešová","",66215731,"Bøeznice"
387,"JUDr.","Petr","Macur","",66204429,"Bøeclav"
2013,"Mgr.","Antonín","Baránek","",66211034,"Bøeclav"
2871,"JUDr.","Petr","Pisaroviè","",66215439,"Bøeclav"
3802,"JUDr.","Ivana","Girgašová","",66223423,"Bøeclav"
4094,"JUDr.","Jaroslava","Trojáková","",46925376,"Bøeclav"
4506,"JUDr.","Gabriela","Jeková","Ph.D.",66240786,"Bøeclav"
7136,"JUDr.","Zdenìk","Zelinka","",66225493,"Bøeclav"
7938,"JUDr.","Vìra","Hrubošová","",15237117,"Bøeclav"
7960,"JUDr.","Radka","Buzrlová","",66227984,"Bøeclav"
8403,"JUDr.","František","Kareš","",63406195,"Bøeclav"
8776,"Mgr.","Petr","Houvièka","",66248019,"Bøeclav"
10021,"Mgr.","Martin","Pisaroviè","",66257034,"Bøeclav"
10308,"Mgr.","Jiøí","Košíèek","",71160591,"Bøeclav"
10455,"Mgr.","Kateøina","Celnarová","",71330321,"Bøeclav"
10961,"Mgr.","aneta","Vítù","",71457721,"Bøeclav"
12207,"Mgr.","Tomáš","Daniel","",71467777,"Bøeclav"
12279,"JUDr.","Dana","Ondrejová","Ph.D.",71472100,"Bøeclav"
13150,"Mgr.","Stanislav","Korman","",71346481,"Bøeclav"
13604,"Mgr. Ing.","Vojtìch","Szalay","",68705620,"Bøeclav"
13669,"Mgr.","Lubomíra","Gajdošíková","",73628492,"Bøeclav"
13997,"Mgr.","Hana","Malinkovièová","",73611174,"Bøeclav"
14252,"Mgr.","Rudolf","Bartošík","",73733750,"Bøeclav"
14625,"JUDr.","Róbert","Pruinskı","",71470042,"Bøeclav"
14681,"Mgr.","Svatopluk","Hrabal","",63436990,"Bøeclav"
14729,"Mgr.","Erik","Janík","",1337955,"Bøeclav"
14840,"JUDr.","Aneka","Forstová","",1392832,"Bøeclav"
15496,"Mgr. Bc.","Marcela","Krajèová","",2630109,"Bøeclav"
16291,"JUDr.","Vojtìch","Mihalík","",3880931,"Bøeclav"
16344,"Mgr.","Petra","Majerová","",4116771,"Bøeclav"
16503,"Mgr.","Petra","Hrubá","DiS.",2345102,"Bøeclav"
50103,"JUDr.","Miroslav","Moltaš","LL.M.",16350715,"Bøeclav"
50193,"JUDr.","Milan","Malata","",3242854,"Bøeclav"
1221,"JUDr.","Jaroslav","Celnar","",66207185,"Bøeclav"
5727,"JUDr.","Hana","Helešicová","",66225701,"Bøeclav"
1244,"JUDr.","Jiøí","Dobišar","",66208572,"Bøeclav"
2022,"JUDr.","Ilona","Schöberová","",66211069,"Bøeclav"
2021,"JUDr.","Jan","Schöber","",66211051,"Bøeclav"
10738,"Mgr.","Martin","Konopèík","",71333592,"Bílovice nad Svitavou"
4530,"Mgr. Ing.","Vojtìch","Zachar","",11180986,"Bílovec"
8627,"JUDr.","Karla","Návedlová","",66245923,"Bílovec"
10020,"Mgr.","Ladislav","Myšák","",65473248,"Bílovec"
13427,"Mgr.","Kateøina","Nìmcová","",71447121,"Bílovec"
2076,"JUDr.","Lubomír","Rokyta","",12654540,"Bílovec"
13678,"Mgr.","Petr","Fousek","",62461249,"Bìlá pod Bezdìzem"
5655,"JUDr.","Karel","Fousek","",10228985,"Bìlá pod Bezdìzem"
7318,"JUDr.","Radovan","Prachman","",66226317,"Bzenec"
4238,"JUDr.","Vìroslav","Alan","",66235995,"Bystøièka"
4359,"Mgr.","Jana","Rudá","",66239427,"Bystøice pod Hostınem"
8511,"JUDr.","Ivan","Baranèík","",66237521,"Bystøice pod Hostınem"
11156,"Mgr.","Pavel","Svoboda","",71458247,"Bystøice nad Pernštejnem"
6024,"JUDr.","Dobromila","Alexová","",66226759,"Bystøice nad Pernštejnem"
2449,"JUDr.","Miloslava","Konvalinková","",40928187,"Bystøice"
3056,"JUDr.","Miroslav","Groh","",11539798,"Bystøice"
7495,"JUDr.","Vlastimil","Ajm","",12050580,"Bystøany"
16815,"Mgr.","Adam","Biòovec","",4836171,"Bykoš"
4302,"JUDr.","František","Šujan","",66238111,"Buèovice"
11708,"JUDr.","Miroslav","Pindeš","Ph.D.",71465731,"Buèovice"
11887,"Mgr.","Petr","Stavìlík","",71466975,"Buèovice"
5597,"JUDr.","Radoslav","Sokola","",66226287,"Buèovice"
8237,"JUDr.","Milan","Holeyšovskı","",66237190,"Buštìhrad"
12417,"JUDr.","Tomáš","Procházka","",65727495,"Buštìhrad"
15041,"Mgr.","Radka","Popiolková","",1821652,"Budišovice"
12587,"JUDr.","Miroslava","Kamenická","",72014342,"Buchlovice"
8306,"JUDr.","Marek","Steiner","",66235464,"Brušperk"
2869,"Mgr.","Hana","Nová","",66215269,"Bruntál"
3442,"JUDr.","Karel","Svoboda","",13608533,"Bruntál"
3857,"JUDr.","Ludìk","Zakopal","",66223610,"Bruntál"
7078,"JUDr.","Miluše","Kulhavá","",66226252,"Bruntál"
7178,"JUDr.","Milan","Schwarz","",66226261,"Bruntál"
9132,"Mgr.","Lubomír","Nedbal","",66249911,"Bruntál"
9317,"Mgr.","Renáta","Janèová","",66251516,"Bruntál"
10628,"Mgr.","Miroslav","Dvoøák","",71333321,"Bruntál"
12266,"JUDr.","Miluše","Dvoøáková","",71471227,"Bruntál"
13936,"Mgr.","Adéla","Kristková","",73630641,"Bruntál"
14076,"Mgr. Ing.","Martin","Schwarz","",65884426,"Bruntál"
703,"JUDr.","Vilém","Urbiš","",66202574,"Bruntál"
39,"Mgr.","Josef","Blaek","",66202621,"Bruntál"
781,"JUDr.","Dagmar","ilková","",66202604,"Bruntál"
1074,"JUDr.","Rastislav","Vlèek","",12089575,"Bruntál"
2349,"JUDr.","Miroslav","Vala","",12672092,"Bruntál"
8172,"JUDr.","Jan","Švach","",60938111,"Brumov-Bylnice"
8058,"JUDr.","Šárka","Sedláèková","",45570213,"Broumov"
14856,"Mgr.","Libuše","Betášová","",1450115,"Broumov"
4960,"Mgr.Ing.","Vlastimil","Dvoøák","",22991093,"Brníèko"
6048,"JUDr.","Hana","Michálková","",12724785,"Brno-Slatina"
8849,"JUDr.","Peter","Arendackı","",66248752,"Brno - Rebešovice"
1056,"JUDr.","Lenka","Benešovská","",66217989,"Brno"
1128,"","Eliška","Wagnerová","",66207321,"Brno"
1170,"JUDr.","Yvona","Malíøová","",60493275,"Brno"
1533,"JUDr.","Ilona","Schelleová","Dr.",66214092,"Brno"
1588,"JUDr.","Karel","Sigmund","",66219680,"Brno"
1599,"JUDr.","Blanka","Schöblová","",66221242,"Brno"
1701,"JUDr.","Marie","Rezková","",66211255,"Brno"
1766,"JUDr.","Kateøina","Tráge Šastná","",66220726,"Brno"
1779,"JUDr.","Vladimíra","Odehnalová","",64330737,"Brno"
1815,"JUDr.","Eva","Nováková","",48510289,"Brno"
1843,"Mgr.","Soòa","Švandová","",13666878,"Brno"
1862,"JUDr.","Jana","Jakoubková","",12165034,"Brno"
1865,"JUDr.","Martina","Skøivánková","",16326245,"Brno"
1876,"JUDr.","Adriana","Markusová","",40965040,"Brno"
1910,"Doc. JUDr.","Karel","Schelle","CSc.",66210534,"Brno"
1953,"JUDr.","Soòa","Panáková","",66219655,"Brno"
2004,"Mgr.","Tomáš","Vácha","",12168840,"Brno"
2043,"JUDr.","Pavel","Hála","",66220505,"Brno"
2058,"JUDr.","Ludmila","Gregorová","",66211522,"Brno"
2221,"JUDr.","Zlatava","Codrová Davidová","CSc.",12168548,"Brno"
2305,"JUDr.","Zdenìk","Solaø","",12700649,"Brno"
2323,"JUDr.","Gabriela","Brùièková","",47398311,"Brno"
2326,"JUDr.","Iva","Kremplová","",66220009,"Brno"
2385,"JUDr.","Jiøí","Tomek","",49933477,"Brno"
2467,"JUDr.","Roman","Schneider","",66213321,"Brno"
2499,"JUDr.","Vìra","Mádrová","",66220343,"Brno"
2509,"JUDr. Ing.","Zdenìk","Rajda","",49930699,"Brno"
2614,"JUDr.","Vojtìch","Hroza","",66216362,"Brno"
2645,"JUDr.","Iva","Horká","",66219051,"Brno"
2651,"JUDr.","Petr","Procházka","",66219035,"Brno"
2668,"JUDr.","Jitka","Buršová","",66219507,"Brno"
2673,"JUDr.","Hana","Klusáèková","",66219591,"Brno"
2682,"doc. JUDr.","Petr","Mrkıvka","Ph.D.",66218250,"Brno"
2693,"JUDr.","Jana","Sedláèková","",13065084,"Brno"
2706,"JUDr.","Milan","Dobeš","",13045032,"Brno"
2728,"JUDr.","Pavel","Procházka","",66215234,"Brno"
2789,"JUDr.","Miroslava","Vodièková","",66220700,"Brno"
2806,"Mgr.","Václav","Kotek","",66245273,"Brno"
2822,"JUDr.","Karel","Chylík","",13044427,"Brno"
2880,"JUDr.","Jiøí","Veselı","",66218586,"Brno"
2901,"JUDr.","František","Severin","",66215340,"Brno"
2923,"Mgr.","Zdenìk","Lukovskı","",66217938,"Brno"
2941,"JUDr.","Jan","Skıba","",66215421,"Brno"
2946,"JUDr.","Petr","Matìjka","",66245320,"Brno"
2948,"JUDr.","Františka","Svobodová","",10542086,"Brno"
2978,"Mgr.","Jan","Rotrekl","",66245354,"Brno"
2985,"Mgr.","Dan","Schaffer","",68599773,"Brno"
2996,"Mgr.","Dagmar","Vaverková","",42606055,"Brno"
3011,"JUDr.","Alois","Deutsch","",44071396,"Brno"
3017,"JUDr.","Monika","Zíková","",66245389,"Brno"
3031,"JUDr.","Zdenìk","Odehnal","",66216907,"Brno"
3032,"JUDr.","Bìla","Sedláèková","",10550984,"Brno"
3041,"Mgr.","Václav","Roec","",66245397,"Brno"
3058,"JUDr.","Zdeòka","Køíová","",66216052,"Brno"
3062,"JUDr.","Ivan","Pecl","",66216079,"Brno"
3064,"JUDr.","Jarmila","Skaunicová","",66216087,"Brno"
3067,"JUDr.","Anna","Haisová","",44980302,"Brno"
3079,"JUDr.","Zina","Mášová","",66216214,"Brno"
3085,"JUDr.","František","Polanskı","",66216257,"Brno"
3088,"JUDr. Ing.","Ivan","Rott","",13043005,"Brno"
3093,"JUDr.","Vlasta","Vršková","",66216303,"Brno"
3130,"JUDr.","Petr","Cembis","",66217181,"Brno"
3137,"JUDr.","Bohumíra","Kestlová","",42580242,"Brno"
3150,"","Jitka","Stanoevová","",66216559,"Brno"
3169,"JUDr.","René","Hušek","",66217270,"Brno"
3234,"JUDr.","Miloslava","Horská","",66217253,"Brno"
3235,"JUDr.","Tomáš","Kapoun","",60554916,"Brno"
3237,"JUDr.","Jitka","Malásková","",66217300,"Brno"
3238,"JUDr.","Eva","Petrilaková","",66217318,"Brno"
3248,"JUDr.","Jaroslav","Šidlo","",66219175,"Brno"
3251,"JUDr.","Milan","Vašíèek","MBA",66217377,"Brno"
3287,"Prof.JUDr.","Milana","Hrušáková","CSc.",66217547,"Brno"
3290,"JUDr.","Václav","Kadlec","",13044443,"Brno"
3294,"JUDr.","Zuzana","Kristiánová","",66217598,"Brno"
3295,"JUDr. PhDr.","Jaroslav","Padrnos","CSc.",12145157,"Brno"
3296,"JUDr.","Josef","Pernica","",64330338,"Brno"
3360,"Mgr.","Martin","Baøinka","",66220751,"Brno"
3392,"JUDr.","Jana","Gregorová","",66220939,"Brno"
3427,"JUDr.","Jaroslava","Kalendová","",66221749,"Brno"
3429,"JUDr.","Miroslava","Kejdová","CSc.",66221161,"Brno"
3430,"JUDr.","Tamara","Kolísková","",66221714,"Brno"
3441,"JUDr.","Daniela","Skálová","",12725277,"Brno"
3445,"JUDr.","Viera","Štichová","",66221226,"Brno"
3463,"JUDr.","Tibor","Nyitray","",40967140,"Brno"
3495,"JUDr.","Eva","Burdová","",18141552,"Brno"
3499,"JUDr.","Dagmar","Filemonová","",18147453,"Brno"
3502,"JUDr.","Blanka","Holá","",66221684,"Brno"
3513,"JUDr.","Jarmila","Svitáèková","",13037609,"Brno"
3551,"JUDr.","Jana","Blaková","",66221986,"Brno"
3566,"Mgr.","Hana","Zahálková","",16333772,"Brno"
3594,"JUDr.","Iva","Jonášková","",66222141,"Brno"
3600,"JUDr.","Richard","Novák","",66222168,"Brno"
3635,"JUDr.","Eva","Kocmanová","",47392959,"Brno"
3640,"JUDr.","Hana","Mrázková","",66222419,"Brno"
3650,"JUDr.","Alena","Tobiášová","",66222613,"Brno"
3651,"JUDr.","Richard","Tomanek","",13077503,"Brno"
3692,"Mgr.","Zbynìk","Babík","",66222818,"Brno"
3695,"JUDr.","Ivana","Dreslerová","",66222834,"Brno"
3704,"JUDr.","Hana","Klimová","",66222877,"Brno"
3710,"JUDr.","František","Mozga","",66222907,"Brno"
3713,"Mgr.","Tomáš","Palík","",66222915,"Brno"
3715,"JUDr.","Ilona","Pokorná","",66222923,"Brno"
3722,"Mgr.","Ilona","Sedláková","",66222958,"Brno"
3725,"Mgr.","Antonín","Zralı","",66222974,"Brno"
